"x","y","a","l","v","k","f","mx"
-80.16944,-5.101667,2.09031774935332,0.0346399896973335,0.563227395822029,0.0354670041763431,1.32823839003624,8.37016300658391
-78.4848,-7.166611,2.84128009139579,0.0596243477876047,0.74714679158027,0.0648789964825175,1.0834454184843,3.95561500385714
-76.32194,-6.593056,6.03481661754229,0.0532846018019882,1.40756220299243,0.0528052869811654,0.917368858503831,10.7192001017049
-78.33889,-7.203333,2.06333534435307,0.0660724852330777,0.557207890605577,0.0585855757673119,0.810557095656724,3.28520037910536
-78.23722,-7.220278,2.06173799245091,0.0660724850561432,0.557207815730363,0.0585864338870805,0.843197161684696,3.28520030918972
-79.21639,-6.825556,2.20380443876051,0.0537949199293155,0.968387251435169,0.050199899636209,0.985732100481346,3.05506976961888
-78.83028,-7.355833,1.90832598779936,0.0583177056060802,0.828408787382066,0.0639598493302189,0.893700117102954,2.53550200585529
-78.62667,-7.033889,2.27076839939084,0.0596243569544106,1.04381208906984,0.0611251615546644,0.874786617187704,3.85010881280667
-78.61694,-6.766944,2.18266765781333,0.0596243481134983,0.607084298185908,0.0574410270370264,0.83312795003594,3.40689472142473
-78.11833,-6.864167,2.32844734139072,0.0596243477873101,0.625688180825424,0.0523116048512174,1.03035181983078,3.95561499954682
-78.05056,-7.626944,2.19676797882626,0.0660724850561432,0.677028036087333,0.0572787067998097,0.712593979114402,3.22278723558151
-78.05083,-7.830278,2.29790503151337,0.0660724850561432,0.776177348628884,0.0718857974393584,0.712590773764778,3.22278997412866
-77.16694,-6.046667,4.29097369511288,0.0383914644395633,2.19386837668717,0.0678121937252581,0.895920620549944,6.48587743996288
-78.83028,-6.999722,2.15543865933569,0.0596243477873101,0.832086610330822,0.0586218975484371,0.833871154403591,3.18021927851852
-78.38944,-7.237222,2.1969203168377,0.0660724850561432,0.557207847296955,0.0585855715635011,0.815170562702437,3.28520030529449
-78.66056,-7.254167,2.41113334877756,0.0596243477873101,0.748321729555254,0.0560511093907662,1.05978380726394,2.80298476547185
-79.15322,-7.225028,3.69277172845555,0.0583176108680157,0.656170409623485,0.0626401444412105,1.62871104752633,3.13395787475268
-77.52486,-9.516528,2.46502372536436,0.0513028818842212,1.6896836703764,0.0668823145050556,0.524326081993343,1.76829524538105
-77.45403,-9.729472,2.44784448911226,0.0477761048009378,1.44315092659983,0.0677112452708253,0.524326081993343,1.97130664249977
-77.17553,-9.586333,2.54809116859696,0.0448752285260743,1.36050072381994,0.0610618559594537,0.458799074379007,1.84080936630131
-75.22111,-12.004444,3.00324021272894,0.0620229615391612,1.63855668706173,0.068376840873279,0.749022142316245,2.20266946139764
-75.4794,-11.7831,4.06864578315259,0.0676148451489106,2.04826555130286,0.0867301157768816,0.712262888142093,2.43342200886908
-74.86611,-12.393056,4.28812492618486,0.0671473784052639,1.61291838011565,0.078543042219542,0.192536654814583,2.62836701076554
-76.98975,-10.477858,2.16382225596335,0.0634632620050951,1.08212879230847,0.0638434691913426,0.785928576045383,1.80165422735061
-76.76694,-10.666944,2.37597054758558,0.0632535148825528,0.894542964661629,0.0857012713477395,0.780096204205903,2.04753396069856
-76.73361,-10.916944,2.23741846810842,0.0642582910220658,0.809679460001325,0.0599961349867005,0.684114903060102,1.88711991047888
-76.61694,-11.466944,2.40013044174427,0.0608603162836769,0.775982388057963,0.0540965322998551,0.909692682911308,2.32373083354181
-76.37828,-11.839389,3.12999963316805,0.0608603162836769,1.19010133743517,0.0591536023628427,0.906632723147127,2.39795989037643
-75.69028,-11.396944,4.25233320975003,0.0524289625350746,1.71476599181979,0.0521178359538317,0.895518949170046,2.47401653863269
-75.1292,-11.7486,3.54623973009254,0.0739376800020528,1.62273923503354,0.0693640826969111,2.19719259953126,2.63716746351348
-76.25417,-10.694444,2.55572426563664,0.0679155124112563,1.29128342261992,0.072780527238848,0.657424680977845,1.93776641512587
-71.87528,-13.556944,5.24662279440633,0.0537187811494849,1.88024004809111,0.0666197629964762,0.212703161434484,4.67045166547193
-76.23361,-12.133611,3.05055789204312,0.0532210766050646,1.7061391879701,0.0731702509522438,0.908894243103518,2.65067787047014
-75.33889,-12.033611,4.13641933552791,0.0632786189482001,1.81703059132622,0.0694858902470459,0.758171468651592,3.35095437189978
-75.91061,-12.492056,8.30982547349194,0.0557573125388594,1.32904441535661,0.0576658532725753,0.73929444791434,9.29137821503878
-74.53594,-12.555667,3.587685593735,0.0683202078931582,1.81977394214101,0.0623017492538075,0.193581246034199,3.36635882889672
-74.0705,-13.7504,3.96719567541913,0.05389413327282,1.42144261305992,0.0610697912359107,0.0854,4.21581633128225
-72.54583,-13.166944,4.71308914466895,0.122446730890445,2.17160828821361,0.0682445291429758,0.19809375870878,4.26347322971287
-72.12524,-13.303589,5.47613138070245,0.0566940777624451,1.50997129076066,0.0861653341677178,0.214009468135357,4.4077609012878
-72.21583,-13.468333,4.39340933340015,0.0587127255660541,1.89908351277669,0.0718750162204423,0.198236333943429,4.31583493417442
-71.84472,-13.7675,4.39320138156501,0.0499857179877883,2.02698965193704,0.0862397249340094,0.204714864477683,4.01158615679313
-71.68361,-13.916944,4.06364047741663,0.0521508839923844,1.56765822316452,0.0615004750904017,0.161608435338632,4.3158349374758
-71.59056,-13.324444,5.33292574626032,0.0564109174756249,1.61125470510409,0.0803586602585729,0.211271207830145,4.72366945707993
-71.56028,-13.61,4.49090934923843,0.0446994908402746,1.70251730917197,0.063119782746471,0.20362764702745,4.50998734466267
-70.01806,-15.823333,2.97254398752066,0.053506805918089,1.1579534545743,0.0800568013516919,0.0854000001718128,2.77530924388431
-73.35583,-15.288056,2.96603565797558,0.0334713179242609,0.90637624398543,0.0663080418798467,0.0861681335561521,3.74531815576913
-72.89389,-15.211111,3.17719702139489,0.0405383983995254,0.818158557981946,0.0734597521893372,0.0856479195150785,3.89741604052969
-72.64861,-15.838056,3.44913722551186,0.03464441181773,0.730171410335073,0.0643704882636666,0.0854000940013974,4.91029910177768
-71.64944,-15.179722,3.79047028034015,0.0707649090887276,0.940294228880477,0.0766655312906419,0.0858545381254769,5.49769680951429
-71.45306,-15.485556,3.46830629995133,0.0479854444928781,0.875231891580599,0.0719132288352854,0.0854000000357659,5.75000464035481
-70.89806,-14.948889,3.31979148052175,0.0617886320624851,1.0512858820604,0.0857604895252734,0.0948368628396494,3.30600367701151
-70.6775,-15.491389,3.68983134302031,0.0506760361134783,1.47557441319815,0.0722260844062968,0.0854000001886677,3.75044407768577
-70.72833,-14.796389,3.94380735857741,0.0601542899206593,1.0512858820604,0.0797906775586307,0.0936963985777672,4.00026212508248
-71.08778,-15.836667,5.20815070044855,0.054662043244152,1.32215208928402,0.0726560097533898,0.0854000112745726,5.64727149547533
-70.59278,-14.881111,4.09229693813279,0.0601542899206595,1.23790352782851,0.0795230820216239,0.0936963985777672,4.00026212508248
-70.35556,-14.694722,3.70715097170642,0.0601542899206593,1.02568830201325,0.0896472839266056,0.0936963985777673,3.70125498629105
-70.34639,-15.6393,3.25581739527667,0.0464801022940611,1.13134261657673,0.0635728035460199,0.0854,3.51536088845778
-70.11861,-15.135556,2.91050191832285,0.0601542899206593,1.14844660990029,0.0637395114320331,0.0955244641845393,2.76040389343818
-69.7625,-15.203333,3.08947074607058,0.0498899217584158,0.92175309242195,0.0564654451981187,0.0854000211155264,3.58710567293507
-69.49139,-15.389722,2.88137825844866,0.0392893765035434,1.14677813775201,0.0722955529325618,0.0854,3.58710650033377
-69.8443,-15.6158,3.12603701600104,0.049155962327813,1.0277338379719,0.0799488072097301,0.0854000012055809,3.58710660278491
-73.64389,-14.050833,3.40867983153003,0.0483488161703825,1.57676290131437,0.0508365039993078,0.0854,3.62510733350028
-71.96861,-15.618611,3.50802682362872,0.0558896955501932,0.818972656870844,0.0664229980526876,0.0854023631046605,5.36252129172806
-72.83361,-15.500278,3.54694216709882,0.0420151256555497,0.947794050379564,0.0744720814016025,0.0854,3.85581149699875
-71.69548,-13.597756,4.83627385973788,0.0500731814020551,1.54383600589703,0.0875893495365373,0.211271269527151,4.51488245947012
-72.16694,-13.933611,4.31172849722366,0.059563623701613,1.93700311269007,0.0708769138865011,0.169238704861504,4.31583493417442
-71.57278,-14.028056,4.35400995771233,0.0713787799788159,1.66528778158112,0.0592585310573644,0.14751048930947,3.82046538462249
-69.69472,-15.779444,2.51485987106601,0.0487790914936413,1.16848892937828,0.0808389177918434,0.0854,2.79974577769105
