"x","y","a","l","v","k","f","mx"
-80.16944,-5.101667,1.90599431818743,0.0296748764687131,0.672432407535405,0.0613326022402433,0.11166594598968,4.62122860699699
-78.4848,-7.166611,2.62057172569403,0.0367251533967945,1.37030847195752,0.0885148909404222,0.120430901422249,1.81749022934022
-76.32194,-6.593056,3.92817414633959,0.0291451575499967,1.19694493194329,0.0787642971239984,0.133157546652597,8.53684564052759
-78.33889,-7.203333,2.17609327141782,0.0411282284797962,1.39805363572121,0.0792144471406937,0.111706970038047,1.66756440539645
-78.23722,-7.220278,2.28296939781294,0.0366039980105397,1.37030847195752,0.0848277349770069,0.102816967872548,1.90785595038893
-79.21639,-6.825556,2.09751863174126,0.0253786693578389,0.955263144038737,0.0661986666359007,0.121330632116543,3.11227641861972
-78.83028,-7.355833,1.96345161925932,0.0376989062949181,1.66725401548269,0.0550796278379858,0.120430893599426,1.57740684394305
-78.62667,-7.033889,2.54759525847046,0.0464869179848174,1.88435924648479,0.0849146020642375,0.120431421067196,2.41898117298894
-78.61694,-6.766944,2.42005754313654,0.0398834562096486,1.50307576683771,0.0773405451327562,0.120430893599426,1.81749022880979
-78.11833,-6.864167,1.98977335047163,0.0364808761144796,1.47033510561736,0.0174909457837682,0.167361710137997,1.81773053425362
-78.05056,-7.626944,2.4424937119178,0.0377685870576615,1.65055509783228,0.0856190211232752,0.0854,1.66756440539645
-78.05083,-7.830278,2.6222930320743,0.0477332725649961,1.59129629690823,0.0672771913800151,0.0854000103409741,1.83736309229287
-77.16694,-6.046667,4.1756566033052,0.0336246605084907,1.31838523209738,0.0645379770267755,0.0854,7.98781924268154
-78.83028,-6.999722,2.49514195787445,0.0390863568032958,0.955263144038737,0.0670474408939481,0.0854000001455482,3.78923020143583
-78.38944,-7.237222,2.4420662182665,0.0374353397586104,1.39805363572121,0.0796302556153387,0.107877393464928,1.73234031269899
-78.66056,-7.254167,2.35143738132188,0.0325530667072721,1.37030847740142,0.0538398677995309,0.120430894979778,1.81749022880979
-79.15322,-7.225028,4.48613662823633,0.0236879993758884,0.955263144038737,0.0858287271886025,0.0854,3.78923035663638
-77.52486,-9.516528,2.6971388196233,0.0434833946804163,1.77091370547742,0.0722594968770459,0.0854000233077732,1.6325088056928
-77.45403,-9.729472,2.61088780544635,0.0431135304582419,1.4553455789432,0.0805002778312486,0.0854079637372859,1.60800989680074
-77.17553,-9.586333,2.88257281178298,0.0414759843947482,1.46379694908527,0.0718965872660166,0.0854008950791173,1.62781863455313
-75.22111,-12.004444,3.05644360739916,0.0597956185375759,0.591543105022232,0.0817130531743169,0.0854,4.00851381427135
-75.4794,-11.7831,4.05439080116184,0.06918072780547,0.608630215240027,0.0524700612720189,0.0854,5.1138442838805
-74.86611,-12.393056,3.38546677045099,0.0466930553435531,0.787044301438993,0.0716894686418637,0.0961784787681539,3.51229212808313
-76.98975,-10.477858,2.31135464105961,0.04693303958289,1.61036919638283,0.0823536297699051,0.0854016038721302,1.17623399993353
-76.76694,-10.666944,2.67737324158615,0.0471957109425201,1.32705919658299,0.0623995460383594,0.0854000056204067,1.56601843494512
-76.73361,-10.916944,2.57851285649244,0.0451215675232131,1.30937126409617,0.0635850526482448,0.0928114940608177,1.51087871955122
-76.61694,-11.466944,2.42643630102664,0.0409964301849712,1.04845918890874,0.0634721524281831,0.0883927715304009,1.73867469010401
-76.37828,-11.839389,2.37358373280027,0.0361448958557486,1.41297177949798,0.0618079841604615,0.139171366256583,1.33079986641472
-75.69028,-11.396944,2.34886492416518,0.0500448755045314,0.210072271671823,0.0773615726163733,0.085400315198548,3.76888050032815
-75.1292,-11.7486,3.4604611179714,0.0616182046590187,0.639468435508922,0.072404093846507,0.0898638199961431,4.62717064542529
