x,y,mean24,var24,autocov24,dryperiod24,mean3,var3,autocov3,dryperiod3,mean6,var6,autocov6,dryperiod6,mean12,var12,autocov12,dryperiod12,mean18,var18,autocov18,dryperiod18
-80.53361,-3.633611,3.1593362831858407,77.80182478071895,21.76663547181735,0.5907079646017699,0.19020746887966802,5.719452660173172,0.3455915167895107,0.9712309820193638,0.358125,11.515361691447927,0.528551267677717,0.9536458333333333,0.71625,24.54377138638321,2.4702366751815132,0.9145833333333333,1.0677570093457944,43.98379109286381,0.025104182099838442,0.8878504672897196
-80.4575,-3.813333,5.04015625,154.17638552246092,23.295428877656455,0.48333333333333334,0.41630307371711384,10.833260361840395,1.3314119421454147,0.9351393592081271,0.8323893229166667,25.56875075666475,2.0251904926646516,0.8942708333333333,1.6647786458333333,55.535568607403484,6.336753636830455,0.825,2.4832333689268746,83.86602613818334,17.344000609681167,0.7632398753894081
-80.45722,-3.508333,3.1022964509394573,105.14005735679326,9.841638557812695,0.6847599164926931,0.22518924562777343,10.282382212609496,0.29450979532474636,0.9718089271730619,0.4493229166666667,20.819416410218107,0.5523985255021374,0.9515625,0.8986458333333334,41.69460072276861,1.4695616736020087,0.9177083333333333,1.3434518355731238,64.95410900994123,7.250878855295334,0.8847352024922118
-80.32194,-3.440556,4.240023145833334,126.95698136328113,28.05021000436457,0.6291666666666667,0.22198489189893203,6.390957956048477,0.5441820448536177,0.9744725188851263,0.4438541666666667,13.815464119516522,0.6895817107815437,0.9578125,0.8877083333333332,29.038533037094773,1.8591421615611712,0.9260416666666667,1.3274143302180685,48.2699252356323,1.7105753870575233,0.9049844236760125
-80.66083,-3.948889,3.8851789473684213,84.83347002060941,10.87022327363885,0.6484210526315789,0.29797841537246644,6.404752228151232,0.2494103481247548,0.9631481968939195,0.58959375,13.652542702118133,0.7529058683397274,0.9354166666666667,1.1791875,29.74738999114937,2.5342826625278656,0.8875,1.7218380062305296,46.41695735699789,5.882301961277303,0.8489096573208723
-80.43361,-3.966944,8.482300884955752,325.1118548829196,68.80472508686226,0.4225663716814159,0.7,25.121902434163726,2.9449035682933795,0.9261410788381743,1.31796875,56.29036509583727,5.86161972245135,0.8885416666666667,2.6359375,113.38876373516153,24.89655793261993,0.8177083333333334,3.941157440664663,200.98009254970196,46.48710600997375,0.7523364485981309
-73.07972,-3.485,8.635208333333333,254.3776978732639,18.254173255824487,0.48125,0.9868229166666667,24.671181315492085,2.1604697747618724,0.865625,1.973645833333333,51.91792307071038,8.500841423642854,0.7895833333333333,3.9472916666666666,116.4356909321975,14.946445981981698,0.66875,5.8991148983286115,193.94848886742926,9.4525107145553,0.5903426791277259
-73.28361,-3.766944,8.471041666666666,248.50226558159727,20.75724968458243,0.5416666666666666,0.8294791666666667,20.538057472095844,1.5334957249065764,0.8888020833333333,1.6589583333333333,43.74450540202142,2.486352881897388,0.8244791666666667,3.3179166666666666,93.08752361779611,7.120294317714521,0.7354166666666667,4.938678732038565,144.3834878838029,15.650902211514312,0.6557632398753894
-73.33806,-3.899722,8.456261061946904,239.63195925043075,8.860576630993037,0.4778761061946903,0.8209955752212389,17.462005482627525,1.6149279668229863,0.8744469026548672,1.5462083333333334,34.10633697694618,3.629785805385698,0.8119791666666667,3.092416666666667,77.28173941091748,7.200818299155826,0.7145833333333333,4.594703060685062,118.35137182259666,15.785038011086549,0.6246105919003115
-79.98361,-5.183611,5.996250000000001,249.66411093749997,85.51625858233282,0.5270833333333333,0.6510289137796301,19.18762496160517,3.1018956724137983,0.9236780411565512,1.30171875,43.86535752342376,8.771756522246505,0.8802083333333334,2.6034375,98.54827527766183,29.57273499860548,0.8020833333333334,3.88445606764991,164.79470106159673,56.133705845051566,0.7585669781931464
